epoch,validation_loss_s,validation_loss_T,validation_loss_p,validation_loss_c2
281.0,4.213787914922764e-06,6.7845494400899e-07,4.9388291443049975e-08,5.206446135595915e-06
282.0,4.213710236985436e-06,6.759381133660221e-07,4.9936095587458885e-08,5.1932958261282965e-06
283.0,4.213609753319722e-06,6.734602252243201e-07,5.054377257029753e-08,5.180400339540945e-06
284.0,4.21348513453285e-06,6.710195938543772e-07,5.120350105005392e-08,5.16774782609287e-06
285.0,4.213335158595613e-06,6.686143251716965e-07,5.190572758652572e-08,5.155322153768148e-06
286.0,4.213158640578195e-06,6.662423255710547e-07,5.263945189553601e-08,5.1431031916631414e-06
287.0,4.212954546847386e-06,6.6390147296673e-07,5.339264040076123e-08,5.131067290138509e-06
288.0,4.212721974297246e-06,6.615897995339308e-07,5.415301178285378e-08,5.1191885470367275e-06
289.0,4.212460244305293e-06,6.593056952428005e-07,5.4908923269872516e-08,5.107440164753223e-06
290.0,4.212168977912853e-06,6.570481997723969e-07,5.565044989947584e-08,5.0957965882991275e-06
291.0,4.211848138515767e-06,6.548171811639202e-07,5.637043385966895e-08,5.084235799942877e-06
292.0,4.211498132674404e-06,6.526135087032904e-07,5.706526039345998e-08,5.072741140999983e-06
293.0,4.211119734759916e-06,6.504390401068093e-07,5.773525906523603e-08,5.061302974560589e-06
294.0,4.210714162321556e-06,6.48296481024159e-07,5.838437624984939e-08,5.0499187808694375e-06
295.0,4.210282900052498e-06,6.46189093664024e-07,5.9019339201044567e-08,5.038592535836736e-06
296.0,4.2098276685228615e-06,6.44120267746491e-07,5.964830858330854e-08,5.027332566250049e-06
297.0,4.209350307042279e-06,6.42093131861408e-07,6.027930076246058e-08,5.01614909155239e-06
298.0,4.2088527135853645e-06,6.4011018211708e-07,6.091882177906392e-08,5.005051567126221e-06
299.0,4.208336809315633e-06,6.38173068553491e-07,6.157084599696345e-08,4.994046541048117e-06
300.0,4.2078045447505975e-06,6.362825280828471e-07,6.223646916838296e-08,4.983136565499074e-06
301.0,4.207257969973849e-06,6.344384467090208e-07,6.291397394928212e-08,4.972319888074349e-06
302.0,4.2066992294784385e-06,6.326400335177157e-07,6.359942656889436e-08,4.961591176807085e-06
303.0,4.206130584280147e-06,6.308859925226142e-07,6.428742878063373e-08,4.950942520500099e-06
304.0,4.205554443508412e-06,6.291747471714639e-07,6.497189250335677e-08,4.940364704989649e-06
305.0,4.204973276282353e-06,6.275045855606048e-07,6.564673747388196e-08,4.929848444770923e-06
306.0,4.2043896165264026e-06,6.258738091491027e-07,6.630633588315138e-08,4.919385112608497e-06
307.0,4.203805942294092e-06,6.242808125132748e-07,6.69458714367487e-08,4.9089675482627966e-06
308.0,4.203224678463138e-06,6.227241399380132e-07,6.756133752093335e-08,4.8985899906058635e-06
309.0,4.2026480822480036e-06,6.212025403492763e-07,6.814961938838356e-08,4.88824844623046e-06
310.0,4.2020782218052095e-06,6.197149577218079e-07,6.870832479083936e-08,4.877940281248579e-06
311.0,4.201516962406819e-06,6.182605579709804e-07,6.923562352501878e-08,4.867664044211671e-06
312.0,4.200965900170661e-06,6.16838718224902e-07,6.973009035749523e-08,4.857419188279474e-06
313.0,4.20042638843185e-06,6.154490362118325e-07,7.01905350850317e-08,4.847205762119597e-06
314.0,4.199899479600457e-06,6.140913104892137e-07,7.061586610624351e-08,4.83702416597356e-06
315.0,4.199386012314276e-06,6.127655484797599e-07,7.100492192058558e-08,4.826874791304487e-06
316.0,4.198886507440205e-06,6.114719581103156e-07,7.135639277904951e-08,4.816757992119466e-06
317.0,4.198401252823804e-06,6.102109234305962e-07,7.166876050917668e-08,4.806673813809721e-06
318.0,4.197930284293186e-06,6.089830111898342e-07,7.194017754132098e-08,4.796621846957527e-06
319.0,4.197473387883812e-06,6.077889442343498e-07,7.216845711530856e-08,4.786601172599617e-06
320.0,4.197030134913137e-06,6.066296017807087e-07,7.235107016974228e-08,4.776610320751349e-06
321.0,4.196599863635775e-06,6.055059790743878e-07,7.24851214378309e-08,4.7666472274999025e-06
322.0,4.196181751178661e-06,6.044191827335847e-07,7.256738344284497e-08,4.756709208779475e-06
323.0,4.195774749624083e-06,6.033704144549223e-07,7.259437771547168e-08,4.746793202546437e-06
324.0,4.195377684621094e-06,6.023609156649123e-07,7.256241604372438e-08,4.736895608853695e-06
325.0,4.194989240108323e-06,6.013919804074275e-07,7.246774041703656e-08,4.72701263418087e-06
326.0,4.194607962490208e-06,6.004649052503643e-07,7.230659960931412e-08,4.717140356442145e-06
327.0,4.194232323489287e-06,5.995809807443603e-07,7.20754444204773e-08,4.707274986642076e-06
328.0,4.193860694154915e-06,5.987414672136959e-07,7.177101788009598e-08,4.6974130048469045e-06
329.0,4.1934914263515e-06,5.979475714603909e-07,7.139050296031867e-08,4.6875513911157184e-06
330.0,4.1931227812464375e-06,5.972004508995274e-07,7.093173355341923e-08,4.677688018613916e-06
331.0,4.192753049585755e-06,5.965011459809734e-07,7.039317060374928e-08,4.667821419652499e-06
332.0,4.192380485506798e-06,5.958506128185938e-07,6.977408152665879e-08,4.657951331559832e-06
333.0,4.192003329254127e-06,5.952496472049158e-07,6.907453068243951e-08,4.648078514712831e-06
334.0,4.1916198539604165e-06,5.946988549267236e-07,6.829541040047793e-08,4.63820482212607e-06
335.0,4.191228325025453e-06,5.941986212033328e-07,6.743840742062389e-08,4.628333238901839e-06
336.0,4.190827017763692e-06,5.937489848274976e-07,6.650592726344314e-08,4.618467694544048e-06
337.0,4.1904141963552464e-06,5.933496478397365e-07,6.550108648218033e-08,4.6086131181436125e-06
338.0,4.189988157756309e-06,5.929997844809007e-07,6.442755624700707e-08,4.598775072638086e-06
339.0,4.189547184091717e-06,5.926979786350791e-07,6.328956617970676e-08,4.588959914076757e-06
340.0,4.189089568037832e-06,5.92442113191277e-07,6.209181426897933e-08,4.579174530962226e-06
341.0,4.188613616839942e-06,5.922291767467738e-07,6.083944086721651e-08,4.5694262803885275e-06
342.0,4.188117678578305e-06,5.92055170377354e-07,5.9538063581674985e-08,4.559723099515057e-06
343.0,4.187600127052864e-06,5.91914931096664e-07,5.8193731707480817e-08,4.550073338276973e-06
344.0,4.187059405998939e-06,5.918020342146216e-07,5.681305648928938e-08,4.540485991650965e-06
345.0,4.186494062062311e-06,5.917085937015402e-07,5.540320501004625e-08,4.530970627628043e-06
346.0,4.185902761678633e-06,5.916252633641352e-07,5.3972028391151633e-08,4.521537620890006e-06
347.0,4.185284327491802e-06,5.915411623393405e-07,5.25280803244802e-08,4.512198131745193e-06
348.0,4.184637780906184e-06,5.914438615441682e-07,5.108066617253483e-08,4.502964157127932e-06
349.0,4.18396237746996e-06,5.913195609425415e-07,4.9639873785624034e-08,4.493848685793106e-06
350.0,4.183257632324227e-06,5.911532240438647e-07,4.82164880352941e-08,4.484865463409829e-06
351.0,4.182523338546019e-06,5.90928928790192e-07,4.68219257476377e-08,4.47602902522577e-06
352.0,4.181759617780553e-06,5.906301865650714e-07,4.546802436517025e-08,4.467354337310222e-06
353.0,4.180966911506909e-06,5.902404935250103e-07,4.41668248234703e-08,4.458856560316789e-06
354.0,4.180145969531631e-06,5.897438152469533e-07,4.293023611998017e-08,4.450550578651867e-06
355.0,4.179297848000686e-06,5.891251460174706e-07,4.176966861513705e-08,4.442450462236924e-06
356.0,4.178423894337505e-06,5.88371115715496e-07,4.069564177780804e-08,4.434568973952299e-06
357.0,4.177525680774205e-06,5.874704501296346e-07,3.9717369812626786e-08,4.426916911610958e-06
358.0,4.1766049554476775e-06,5.864144344025224e-07,3.884238219289474e-08,4.419502604817008e-06
359.0,4.175663604633005e-06,5.851971999441651e-07,3.807620646933096e-08,4.412331410096367e-06
360.0,4.174703563925476e-06,5.838159645193992e-07,3.7422142654106074e-08,4.40540539819835e-06
361.0,4.17372674744666e-06,5.822710350493902e-07,3.688113598023801e-08,4.398723129803475e-06
362.0,4.172734996906065e-06,5.805657407588109e-07,3.6451784363237326e-08,4.39227964800267e-06
363.0,4.171730015415402e-06,5.787062676794234e-07,3.613045409690758e-08,4.386066671577023e-06
364.0,4.170713320278726e-06,5.767013454149009e-07,3.5911503936721906e-08,4.3800728699910645e-06
365.0,4.169686186037538e-06,5.745618984572906e-07,3.578759063249321e-08,4.374284355491204e-06
366.0,4.1686496435143844e-06,5.723006487538914e-07,3.575002633203416e-08,4.368685189322973e-06
367.0,4.167604454969239e-06,5.699317579028204e-07,3.5789164981872377e-08,4.363257998224343e-06
368.0,4.166551094756582e-06,5.674703544310947e-07,3.5894789062934224e-08,4.35798454805211e-06
369.0,4.165489768947562e-06,5.649321959207283e-07,3.6056460583191194e-08,4.3528462767391885e-06
370.0,4.164420434965992e-06,5.623333242986106e-07,3.626385380823914e-08,4.347824867456441e-06
371.0,4.163342799533876e-06,5.596897565911552e-07,3.65070000174672e-08,4.342902565325825e-06
372.0,4.162256339700746e-06,5.570171843280095e-07,3.6776526282337343e-08,4.338062618690414e-06
373.0,4.16116035306383e-06,5.54330796757094e-07,3.706378567724693e-08,4.3332894666486885e-06
374.0,4.160053961097211e-06,5.516450643094566e-07,3.736097313671503e-08,4.3285689367529466e-06
375.0,4.158936124965221e-06,5.489735817934569e-07,3.766118614517327e-08,4.323888364353655e-06
376.0,4.157805692985779e-06,5.463289377115934e-07,3.79584318004661e-08,4.319236597532513e-06
377.0,4.15666140505578e-06,5.437226610417098e-07,3.824763453541711e-08,4.314604063341929e-06
378.0,4.155501928507537e-06,5.411651144982782e-07,3.852456794428918e-08,4.3099826074947294e-06
379.0,4.154325851278873e-06,5.386654626744007e-07,3.8785842376496235e-08,4.305365564211179e-06
380.0,4.153131732829049e-06,5.362316526432582e-07,3.9028799730307007e-08,4.300747538493815e-06
381.0,4.151918109597918e-06,5.338704407551793e-07,3.925145880219183e-08,4.29612437002188e-06
382.0,4.150683484343906e-06,5.315873389120653e-07,3.945244594895628e-08,4.291493005098657e-06
383.0,4.149426390905451e-06,5.293867409723334e-07,3.9630882538631455e-08,4.28685134966774e-06
384.0,4.1481453661980615e-06,5.2727186887758e-07,3.978635604574034e-08,4.282198202759498e-06
385.0,4.146838989128495e-06,5.252449199334945e-07,3.991879262609505e-08,4.2775330682370695e-06
386.0,4.145505874692001e-06,5.233070729347817e-07,4.0028429171938464e-08,4.272856107812307e-06
387.0,4.144144706335796e-06,5.214585982844275e-07,4.0115721986353794e-08,4.26816798646806e-06
388.0,4.142754228792036e-06,5.196989422864929e-07,4.018129348442427e-08,4.2634697988149014e-06
389.0,4.141333257314508e-06,5.180267847992453e-07,4.022589387105572e-08,4.2587629760124905e-06
390.0,4.139880711084855e-06,5.164401714105685e-07,4.0250323942359657e-08,4.25404916794405e-06
391.0,4.1383955903494175e-06,5.14936568769957e-07,4.025543338986803e-08,4.2493302335213395e-06
392.0,4.136877003875392e-06,5.13512973847002e-07,4.024205058788585e-08,4.2446080919280514e-06
393.0,4.135324154118883e-06,5.121659864290164e-07,4.021099846803585e-08,4.2398847736924515e-06
394.0,4.133736364239732e-06,5.108919000763913e-07,4.0163038696002876e-08,4.235162279999688e-06
395.0,4.132113049617443e-06,5.096867786652861e-07,4.009888622237179e-08,4.2304426309220505e-06
396.0,4.13045373349948e-06,5.08546511038802e-07,4.001920244906837e-08,4.225727828389664e-06
397.0,4.128758052956983e-06,5.07466888902938e-07,3.992458155630823e-08,4.221019820002396e-06
398.0,4.127025735731202e-06,5.064436579744616e-07,3.9815584172447025e-08,4.216320587211346e-06
399.0,4.125256605873752e-06,5.05472559764897e-07,3.9692716273029694e-08,4.211632054643463e-06
400.0,4.123450567131011e-06,5.045493802867256e-07,3.955647801954648e-08,4.206956222072181e-06
401.0,4.121607621200117e-06,5.036699876038091e-07,3.9407350407206466e-08,4.202295113721095e-06
402.0,4.119727830622157e-06,5.028303579120151e-07,3.924582525676916e-08,4.197650839489819e-06
403.0,4.117811326463059e-06,5.02026602881826e-07,3.907242838403701e-08,4.1930256486526366e-06
404.0,4.115858315690106e-06,5.012549922531251e-07,3.8887706703505494e-08,4.1884218840130974e-06
405.0,4.113869049338204e-06,5.005119741562408e-07,3.869227616608938e-08,4.183842103114916e-06
406.0,4.111843845541939e-06,4.997941876424951e-07,3.8486793457461514e-08,4.179288993939747e-06
407.0,4.109783061354725e-06,4.990984759162967e-07,3.8271986625054916e-08,4.174765454658063e-06
408.0,4.1076871251794205e-06,4.984218963573589e-07,3.804863415122054e-08,4.170274529532764e-06
409.0,4.105556498898781e-06,4.977617312908329e-07,3.781757451460774e-08,4.165819438649025e-06
410.0,4.103391694499939e-06,4.971154901926898e-07,3.7579697206859404e-08,4.161403552927626e-06
411.0,4.101193299080262e-06,4.964809129330039e-07,3.7335916386124056e-08,4.157030316937754e-06
412.0,4.0989619294339e-06,4.958559752447311e-07,3.708718312109146e-08,4.15270328409634e-06
413.0,4.096698288075202e-06,4.952388833537421e-07,3.683444627606867e-08,4.148426012406184e-06
414.0,4.09440311337481e-06,4.946280729256059e-07,3.657865729418936e-08,4.144202071286838e-06
415.0,4.092077226383772e-06,4.940222019196008e-07,3.6320745576339944e-08,4.1400349666471715e-06
416.0,4.089721505356147e-06,4.934201460287734e-07,3.606160805186884e-08,4.13592812036273e-06
417.0,4.0873368895540156e-06,4.928209871217211e-07,3.5802103692716926e-08,4.131884837256816e-06
418.0,4.084924400005469e-06,4.922239974763971e-07,3.554303120881234e-08,4.127908242554452e-06
419.0,4.082485105392498e-06,4.916286358990732e-07,3.52851408769568e-08,4.124001302478854e-06
420.0,4.080020156885054e-06,4.910345249947532e-07,3.502911170703755e-08,4.12016675626716e-06
421.0,4.0775307489900465e-06,4.904414385830279e-07,3.4775561720392637e-08,4.1164071307947095e-06
422.0,4.075018141467032e-06,4.898492840796956e-07,3.4525041279769374e-08,4.112724709087661e-06
423.0,4.072483652785692e-06,4.892580875944216e-07,3.427803892276162e-08,4.109121545512241e-06
424.0,4.069928628343254e-06,4.886679746552948e-07,3.403498016181156e-08,4.105599443446368e-06
425.0,4.067354478273667e-06,4.880791523870675e-07,3.379622980905252e-08,4.102159955274779e-06
426.0,4.0647626242117595e-06,4.874918974851162e-07,3.356210653488073e-08,4.0988044165542115e-06
427.0,4.06215453389913e-06,4.869065357424335e-07,3.3332872874865044e-08,4.095533903760909e-06
428.0,4.05953168375954e-06,4.863234309597174e-07,3.3108752331959964e-08,4.092349282665932e-06
429.0,4.056895569426836e-06,4.857429679659187e-07,3.288992765028073e-08,4.089251187766458e-06
430.0,4.054247696932609e-06,4.851655440115015e-07,3.267654617947026e-08,4.086240043720687e-06
431.0,4.051589558516617e-06,4.845915565417265e-07,3.246872757174839e-08,4.083316078080169e-06
432.0,4.048922661571158e-06,4.840213915009199e-07,3.226655983060542e-08,4.080479307105546e-06
433.0,4.046248496310309e-06,4.834554213465488e-07,3.207011277058037e-08,4.077729574472183e-06
434.0,4.0435685316538146e-06,4.828939921361318e-07,3.1879428180975075e-08,4.075066528904272e-06
435.0,4.040884229311076e-06,4.823374255330627e-07,3.169453229248242e-08,4.072489653816037e-06
436.0,4.038197025590278e-06,4.817860091370999e-07,3.151543057585251e-08,4.069998258779397e-06
437.0,4.035508347403937e-06,4.812399983419967e-07,3.1342111406942463e-08,4.06759149594549e-06
438.0,4.032819555512345e-06,4.806996127307825e-07,3.1174545140669816e-08,4.065268369828147e-06
439.0,4.030132028041988e-06,4.80165037247795e-07,3.101268381202649e-08,4.063027729723986e-06
440.0,4.027447093920418e-06,4.796364240484596e-07,3.0856466940533445e-08,4.060868301389688e-06
441.0,4.02476604860938e-06,4.791138903006902e-07,3.070580965313545e-08,4.0587886620678776e-06
442.0,4.0220901722375855e-06,4.785975247489133e-07,3.056061725172535e-08,4.0567872892345136e-06
443.0,4.0194207025758375e-06,4.780873846570674e-07,3.04207727915385e-08,4.054862531128427e-06
444.0,4.016758851813046e-06,4.775835046378925e-07,3.028614658777834e-08,4.0530126513723856e-06
445.0,4.014105794055552e-06,4.770858922368708e-07,3.0156589093725415e-08,4.0512358084972945e-06
446.0,4.01146270048216e-06,4.7659453983001204e-07,3.00319373564364e-08,4.049530084151229e-06
447.0,4.008830677710763e-06,4.761094180771785e-07,2.9912012894039564e-08,4.047893492422571e-06
448.0,4.006210817559609e-06,4.756304844047971e-07,2.979662036508993e-08,4.0463239810426364e-06
449.0,4.0036041857920905e-06,4.7515768586149227e-07,2.9685555375237977e-08,4.0448194541015095e-06
450.0,4.001011817546735e-06,4.7469095742193565e-07,2.9578596953339457e-08,4.043377761647491e-06
451.0,3.998434712139285e-06,4.742302304241978e-07,2.947551729137614e-08,4.041996743468308e-06
452.0,3.995873831545072e-06,4.737754264790881e-07,2.937607454131268e-08,4.040674201120683e-06
453.0,3.993330129133414e-06,4.7332646634811986e-07,2.9280020923322976e-08,4.039407926377846e-06
454.0,3.990804502213505e-06,4.7288326928845165e-07,2.9187102044568625e-08,4.038195714905824e-06
455.0,3.988297836621219e-06,4.724457509033807e-07,2.90970548914966e-08,4.037035351636506e-06
456.0,3.985810967251081e-06,4.720138285312305e-07,2.9009615482305847e-08,4.0359246437168435e-06
457.0,3.983344713018179e-06,4.7158741843775743e-07,2.8924514273610806e-08,4.0348614017026115e-06
458.0,3.980899845031473e-06,4.711664398452134e-07,2.8841482334687286e-08,4.033843474502656e-06
459.0,3.978477104641948e-06,4.707508104258382e-07,2.8760248796017285e-08,4.03286872412841e-06
460.0,3.976077210551108e-06,4.7034045063551506e-07,2.8680546065912482e-08,4.031935050471357e-06
461.0,3.973700822618652e-06,4.699352821088535e-07,2.8602110104131943e-08,4.031040397803205e-06
462.0,3.9713485874243836e-06,4.6953522579696234e-07,2.8524679525723095e-08,4.030182742020993e-06
463.0,3.9690210981809945e-06,4.6914020513432755e-07,2.844800272943631e-08,4.029360118030265e-06
464.0,3.966718926167741e-06,4.6875014221010954e-07,2.8371834825380698e-08,4.028570597667285e-06
465.0,3.964442593467991e-06,4.683649614340067e-07,2.8295943141325914e-08,4.02781232370876e-06
466.0,3.962192581172314e-06,4.6798458470916864e-07,2.8220106426733324e-08,4.027083489647105e-06
467.0,3.959969354224211e-06,4.676089353074258e-07,2.8144120350238246e-08,4.026382347490085e-06
468.0,3.957773308264258e-06,4.6723793622972595e-07,2.8067798359168068e-08,4.025707232250664e-06
469.0,3.955604821630186e-06,4.668715091040121e-07,2.7990972325213314e-08,4.0250565343608215e-06
470.0,3.9534642195715035e-06,4.6650957659481683e-07,2.791349881333583e-08,4.024428729852349e-06
471.0,3.951351800229223e-06,4.6615206007636996e-07,2.7835258386735087e-08,4.023822357890449e-06
472.0,3.94926780366445e-06,4.6579888312069095e-07,2.775615937206579e-08,4.023236056779213e-06
473.0,3.9472124385023995e-06,4.6544996775494746e-07,2.7676138841508903e-08,4.0226685308012496e-06
474.0,3.945185875443544e-06,4.6510523840997734e-07,2.759516572847619e-08,4.022118570482163e-06
475.0,3.943188238893006e-06,4.647646218744083e-07,2.7513242108731463e-08,4.021585052463894e-06
476.0,3.941219608107625e-06,4.644280458659197e-07,2.7430401275032396e-08,4.02106693613271e-06
477.0,3.9392800192048864e-06,4.6409544201749024e-07,2.7346711599112386e-08,4.020563263929228e-06
478.0,3.937369481606869e-06,4.637667449855799e-07,2.7262274190264744e-08,4.02007314578964e-06
479.0,3.935487949603873e-06,4.6344189458816667e-07,2.7177222230437524e-08,4.019595780786753e-06
480.0,3.933635340602284e-06,4.6312083433268647e-07,2.709171791628304e-08,4.019130427321513e-06
481.0,3.931811542060086e-06,4.6280351302948604e-07,2.7005951319972127e-08,4.0186764058084e-06
482.0,3.9300163889024e-06,4.624898862189354e-07,2.6920136597747027e-08,4.018233103309734e-06
483.0,3.928249693020016e-06,4.621799144199997e-07,2.6834506381284344e-08,4.017799941006122e-06
484.0,3.926511221751384e-06,4.618735640252291e-07,2.674930911782781e-08,4.017376391116707e-06
485.0,3.924800722962413e-06,4.6157080808431725e-07,2.666480306743427e-08,4.01696194075847e-06
486.0,3.923117902370418e-06,4.612716260088701e-07,2.6581250693349323e-08,4.016556112345931e-06
487.0,3.921462438597045e-06,4.609760021804912e-07,2.6498912593421512e-08,4.016158431548844e-06
488.0,3.9198339988792965e-06,4.6068392680358097e-07,2.6418043658222553e-08,4.0157684207475e-06
489.0,3.918232209995802e-06,4.6039539558881733e-07,2.6338886017254956e-08,4.015385605542588e-06
490.0,3.9166566873146035e-06,4.60110407989293e-07,2.6261664284473106e-08,4.015009492807022e-06
491.0,3.9151070301762e-06,4.598289679623448e-07,2.6186582161313806e-08,4.01463956982893e-06
492.0,3.913582824907512e-06,4.5955108217498707e-07,2.61138174941382e-08,4.014275294885728e-06
493.0,3.912083640720923e-06,4.592767603909577e-07,2.6043519662680842e-08,4.013916107746872e-06
494.0,3.910609039271576e-06,4.5900601362580443e-07,2.5975807097203918e-08,4.013561413591811e-06
495.0,3.9091585822214225e-06,4.587388540658686e-07,2.591076637245892e-08,4.013210586438679e-06
496.0,3.907731823905572e-06,4.5847529463441316e-07,2.5848451290015216e-08,4.0128629744872395e-06
497.0,3.906328314037215e-06,4.582153473338752e-07,2.578888324436732e-08,4.012517903653768e-06
498.0,3.904947608784201e-06,4.5795902374854176e-07,2.5732052890227388e-08,4.0121746787193175e-06
499.0,3.903589270331542e-06,4.577063330282924e-07,2.5677921442910916e-08,4.0118325852520925e-06
500.0,3.902252854754367e-06,4.5745728299189364e-07,2.5626423359873882e-08,4.011490913718759e-06
501.0,3.900937932186197e-06,4.572118787032645e-07,2.557746957259939e-08,4.01114894361222e-06
502.0,3.899644086523123e-06,4.569701217665076e-07,2.5530950825826646e-08,4.010805962570076e-06
503.0,3.898370898501662e-06,4.5673201098767395e-07,2.548674088618256e-08,4.010461282600015e-06
504.0,3.897117969772196e-06,4.564975410476081e-07,2.5444700898066375e-08,4.01011423008241e-06
505.0,3.895884901777214e-06,4.5626670293047696e-07,2.5404682699072603e-08,4.009764172648028e-06
506.0,3.894671318995893e-06,4.5603948323556614e-07,2.536653287695801e-08,4.009410508165224e-06
507.0,3.893476858379505e-06,4.5581586561535604e-07,2.5330095853213336e-08,4.009052678143358e-06
508.0,3.892301153895873e-06,4.555958276648674e-07,2.5295217167098162e-08,4.0086901853205365e-06
509.0,3.891143872027902e-06,4.5537934382522417e-07,2.5261746511635505e-08,4.008322575202269e-06
510.0,3.890004671264263e-06,4.551663839651182e-07,2.522953975834649e-08,4.007949466488991e-06
511.0,3.888883230592443e-06,4.5495691358328475e-07,2.5198461467106427e-08,4.007570531774638e-06
512.0,3.887779248802142e-06,4.5475089488075177e-07,2.5168385949061382e-08,4.007185499325737e-06
513.0,3.886692422610159e-06,4.5454828530232403e-07,2.513919931610442e-08,4.006794177039725e-06
514.0,3.88562245847481e-06,4.5434903830258266e-07,2.511079882042934e-08,4.006396426473459e-06
515.0,3.8845690903516995e-06,4.541531043401142e-07,2.50830946940143e-08,4.00599216693097e-06
516.0,3.88353203571056e-06,4.5396043086022866e-07,2.50560094303003e-08,4.0055813921320275e-06
517.0,3.882511033845731e-06,4.537709608755201e-07,2.502947761242728e-08,4.005164143043007e-06
518.0,3.881505832406727e-06,4.5358463522625366e-07,2.5003445442545984e-08,4.004740512201443e-06
519.0,3.880516184442371e-06,4.5340139331536915e-07,2.497787010630998e-08,4.004310643553445e-06
520.0,3.879541840616011e-06,4.532211706208984e-07,2.4952719096576055e-08,4.003874735606936e-06
521.0,3.87858255968389e-06,4.530439017531653e-07,2.492796853149505e-08,4.003433018289169e-06
522.0,3.877638117830995e-06,4.528695192373162e-07,2.4903603022041275e-08,4.002985754835244e-06
523.0,3.876708276524293e-06,4.526979558161458e-07,2.487961406258316e-08,4.002533250546585e-06
524.0,3.875792803816983e-06,4.525291417484396e-07,2.4855999106322716e-08,4.0020758358354895e-06
525.0,3.87489148117764e-06,4.523630075193642e-07,2.4832760360802268e-08,4.001613854344252e-06
526.0,3.8740040801348655e-06,4.5219948467032167e-07,2.4809904091317167e-08,4.0011476781705036e-06
527.0,3.873130378096592e-06,4.520385037951791e-07,2.4787439794101077e-08,4.000677692035235e-06
528.0,3.8722701490122746e-06,4.518799964468271e-07,2.4765378772733125e-08,4.0002042892401695e-06
529.0,3.8714231830510065e-06,4.5172389521608193e-07,2.4743734199076504e-08,3.999727864957717e-06
530.0,3.870589252694744e-06,4.51570135022001e-07,2.4722519934350167e-08,3.999248828689432e-06
531.0,3.869768137632937e-06,4.5141865049586476e-07,2.4701750323451715e-08,3.998767587976916e-06
532.0,3.868959620598382e-06,4.51269378817394e-07,2.4681439393590398e-08,3.998284544279986e-06
533.0,3.8681634905831085e-06,4.5112226046245995e-07,2.4661600846599823e-08,3.997800092787609e-06
534.0,3.867379523671696e-06,4.5097723614032235e-07,2.4642247703752036e-08,3.9973146356281966e-06
535.0,3.866607503613919e-06,4.5083424930732523e-07,2.4623391736673137e-08,3.996828557941774e-06
536.0,3.865847225295775e-06,4.506932460407014e-07,2.4605043865809135e-08,3.996342232975256e-06
537.0,3.865098474878958e-06,4.5055417554377945e-07,2.4587213610441e-08,3.995856028437809e-06
538.0,3.864361037263634e-06,4.5041698731425357e-07,2.4569909332558e-08,3.995370307159926e-06
539.0,3.863634713448845e-06,4.502816347098099e-07,2.4553137878260847e-08,3.994885404025105e-06
540.0,3.862919298881116e-06,4.5014807416233613e-07,2.4536904832059707e-08,3.9944016497082176e-06
541.0,3.862214594245956e-06,4.500162623634104e-07,2.4521214673652017e-08,3.993919362960169e-06
542.0,3.861520397980048e-06,4.4988615888102565e-07,2.4506070195960222e-08,3.993438847022651e-06
543.0,3.860836528845899e-06,4.4975772565265787e-07,2.449147332695047e-08,3.992960381189207e-06
544.0,3.860162794924608e-06,4.4963092677339075e-07,2.4477424661094916e-08,3.992484242673125e-06
545.0,3.859499012888375e-06,4.4950572698039025e-07,2.4463923776999454e-08,3.9920106889249285e-06
546.0,3.8588450101208485e-06,4.493820932200954e-07,2.4450969089408723e-08,3.991539956562914e-06
547.0,3.858200618348634e-06,4.492599946989138e-07,2.4438558053675888e-08,3.991072267678813e-06
548.0,3.8575656693755e-06,4.491394003715519e-07,2.4426687351537626e-08,3.990607836538033e-06
549.0,3.856940004976671e-06,4.490202810754329e-07,2.4415352561586997e-08,3.99014685305819e-06
550.0,3.856323472823843e-06,4.489026089307741e-07,2.4404548581472505e-08,3.989689495321827e-06
551.0,3.855715931947954e-06,4.487863575583776e-07,2.4394269600150146e-08,3.98923591907063e-06
552.0,3.855117234728748e-06,4.486714995392092e-07,2.4384509001065377e-08,3.988786278342644e-06
553.0,3.854527253466889e-06,4.4855800976403914e-07,2.437525955556706e-08,3.988340696848823e-06
554.0,3.853945863447132e-06,4.4844586394650643e-07,2.436651342949785e-08,3.987899286261992e-06
555.0,3.853372942796011e-06,4.483350375426436e-07,2.435826229237465e-08,3.987462149116243e-06
556.0,3.852808373945926e-06,4.4822550611042354e-07,2.4350497094794808e-08,3.987029370636435e-06
557.0,3.852252054285889e-06,4.481172472481085e-07,2.4343208486368358e-08,3.986601016497306e-06
558.0,3.8517038856841505e-06,4.480102384876941e-07,2.4336386656195992e-08,3.986177136848598e-06
559.0,3.851163764023507e-06,4.479044569661116e-07,2.4330021301963725e-08,3.985757781262279e-06
560.0,3.850631604419635e-06,4.477998809723931e-07,2.4324101876422687e-08,3.985342972794149e-06
561.0,3.850107321264164e-06,4.476964901194094e-07,2.4318617477664386e-08,3.984932724060112e-06
562.0,3.849590836152117e-06,4.47594263391372e-07,2.43135570261753e-08,3.984527039338322e-06
563.0,3.849082070950217e-06,4.4749318009996756e-07,2.4308909080197943e-08,3.984125908315752e-06
564.0,3.848580959190534e-06,4.47393221377666e-07,2.430466218520895e-08,3.983729306479947e-06
565.0,3.848087437100195e-06,4.472943686098775e-07,2.4300804791129005e-08,3.983337199426652e-06
